fName,date,name,title,nWordsReport,nWordsCalc,distinctWords
Indobit-A-NYT1984_1001-1500-282.txt,"october 31, 1984",MURRAY ROSENBERG DIES AT 88,MURRAY ROSENBERG DIES AT 88; FOUNDER OF MILES SHOES CHAIN,336,396,200
Indobit-A-NYT1981 - April 1 - June 30-226.txt,"may 13, 1981",VINCENT F. ALBANO JR. DEAD AT 67,VINCENT F. ALBANO JR. DEAD AT 67; NEW YORK COUNTY G.O.P. LEADER,949,434,230
Indobit-A-NYT1983 - July 1 - Sep 30-262.txt,"august 30, 1983",CHARLES S. MURPHY IS DEAD AT 74,CHARLES S. MURPHY IS DEAD AT 74; SERVED AS ADVISER TO 3 PRESIDENTS,526,585,289
Indobit-A-NYT1987 - April 1 - June 30-373.txt,"june 19, 1987",Lester Eisner Jr. Dies at 73,Lester Eisner Jr. Dies at 73; Former U.S. Housing Official,178,210,115
Indobit-A-NYT1987 - April 1 - June 30-162.txt,"may 7, 1987",CATHRYN DAMON DEAD AT 56,CATHRYN DAMON DEAD AT 56; WON EMMY FOR ROLE IN 'SOAP',285,328,181
Indobit-A-NYT1985 - July 1 - Sep 30-9.txt,"july 2, 1985",RUTH EISNER BRILL DIES AT 73,RUTH EISNER BRILL DIES AT 73; SUPERVISED NEW DEAL STUDIES,245,262,143
Indobit-A-NYT1983 - July 1 - Sep 30-211.txt,"august 19, 1983",WILLIAM B. GOULD 3D,WILLIAM B. GOULD 3D,157,186,109
Indobit-A-NYT1984_1-500-327.txt,"march 13, 1984",,,189,220,126
Indobit-A-NYT1983 - April 1 - June 30-161.txt,"may 6, 1983",Pridi Phanomyong Dies at 82,Pridi Phanomyong Dies at 82; Led 'Free Thai' Forces in War,147,177,104
Indobit-A-NYT1983 - Jan 1 - March 31-326.txt,"march 5, 1983",OBITUARY,"OBITUARY; GEOFFREY V. AZOY",124,157,85
Indobit-A-NYT1986_1-500-131.txt,"january 28, 1986",James Martin Is Dead at 54,James Martin Is Dead at 54; Ex-Philadelphia Police Aide,171,192,117
Indobit-A-NYT1981 - April 1 - June 30-409.txt,"june 18, 1981",ROY J. CARVER 71,ROY J. CARVER 71; IOWA BUSINESSMAN,463,537,270
Indobit-A-NYT1983 - July 1 - Sep 30-285.txt,"september 4, 1983",A.C.Newlin,"A.C.Newlin,78,Dies; Active in Arts Projects",214,257,149
Indobit-A-NYT1983 - July 1 - Sep 30-295.txt,"september 7, 1983",Dr.JohnA.SoursDiesat52,Dr.JohnA.SoursDiesat52; Supervised Psychiatric Unit,127,150,86
Indobit-A-NYT1983 - July 1 - Sep 30-186.txt,"august 13, 1983",ROBERT G. ALBION DIES AT 86,ROBERT G. ALBION DIES AT 86; LEADING MARITIME HISTORIAN,469,526,272
Indobit-A-NYT1986_501-1000-78.txt,"september 11, 1986",ROBIN L. JACOBSEN DIES AT 45,ROBIN L. JACOBSEN DIES AT 45; DESIGNER OF LUXURY INTERIORS,319,346,203
Indobit-A-NYT1980_1-500-267.txt,"august 6, 1980",Richard T. Higgins Is Dead at 59,Richard T. Higgins Is Dead at 59; Headed Builders Group in Jersey,164,178,112
Indobit-A-NYT1986_1-500-479.txt,"april 22, 1986",VALENTIN KATAYEV IS DEAD AT 89,VALENTIN KATAYEV IS DEAD AT 89; A SOVIET NOVELIST AND PLAYWRIGHT,801,879,439
Indobit-A-NYT1981 - April 1 - June 30-250.txt,"may 19, 1981",REV. JEANNETTE PICCARD DIES AT 86,REV. JEANNETTE PICCARD DIES AT 86; SCIENTIST ENTERED SEMINARY IN '70,562,611,308
Indobit-A-NYT1981 - Jan 1 - March 31-168.txt,"february 3, 1981",HUGH J. ADDONIZIO 67,"HUGH J. ADDONIZIO 67, CONVICTED OF EXTORSION AS NEWARK'S MAYOR",745,801,412
Indobit-A-NYT1981 - July 1 - Sep 30-14.txt,"july 3, 1981",,,139,162,106
Indobit-A-NYT1986_1001-1500-109.txt,"may 25, 1986",Arthur Rubloff Is Dead at 83,Arthur Rubloff Is Dead at 83; Developed Chicago Projects,222,249,152
Indobit-A-NYT1984_1-500-51.txt,"january 13, 1984",ICIE MACY HOOBLER DIES AT 91,ICIE MACY HOOBLER DIES AT 91; NUTRITION STUDIES WON AWARD,306,340,171
Indobit-A-NYT1982_501-1000-22.txt,"april 24, 1982",MELVILLE B. GROSVENOR DIES AT 80,MELVILLE B. GROSVENOR DIES AT 80; LED NATIONAL GEOGRAPHIC SOCIETY,805,838,405
Indobit-A-NYT1981 - April 1 - June 30-246.txt,"may 19, 1981",WILLIAM SAROYAN IS DEAD AT 72,WILLIAM SAROYAN IS DEAD AT 72; WROTE 'THE TIME OF YOUR LIFE',2979,3379,1320
Indobit-A-NYT1983 - April 1 - June 30-277.txt,"may 29, 1983",ERASTUS CORNING 2D,"ERASTUS CORNING 2D, ALBANY MAYOR SINCE '42, DIES",1510,1617,690
Indobit-A-NYT1981 - Jan 1 - March 31-161.txt,"february 1, 1981",ROGER BUTTERFIELD IS DEAD AT 73,"ROGER BUTTERFIELD IS DEAD AT 73; AUTHOR, JOURNALIST AND HISTORIAN",363,410,227
Indobit-A-NYT1984_1-500-174.txt,"february 10, 1984",BALASARASWATI IS DEAD AT 64,BALASARASWATI IS DEAD AT 64; CLASSICAL DANCER FROM INDIA,463,518,236
Indobit-A-NYT1984_1001-1500-136.txt,"september 27, 1984",John Facenda Is Dead at 72,John Facenda Is Dead at 72;Narrator of N.F.L. Highlights,300,152,101
Indobit-A-NYT1983 - Jan 1 - March 31-214.txt,"february 8, 1983",,,103,130,79
Indobit-A-NYT1985 - July 1 - Sep 30-27.txt,"july 6, 1985",Henry Ellenbogen Dies at 85,Henry Ellenbogen Dies at 85; Longtime Judge in Pittsburgh,148,168,108
Indobit-A-NYT1985 - Jan 1 - March 31-318.txt,"march 12, 1985",Robert T. Carlton Dies at 58,Robert T. Carlton Dies at 58; AnAccountantandExecutive,168,196,111
Indobit-A-NYT1982_1001-1500-483.txt,"december 3, 1982",JOHN S. BUGAS IS DEAD AT 74,JOHN S. BUGAS IS DEAD AT 74; WAS TOP EXECUTIVE AT FORD,334,375,187
Indobit-A-NYT1985 - April 1 - June 30-109.txt,"april 26, 1985",Gen. Pavel Batov Dies at 87,Gen. Pavel Batov Dies at 87; Warsaw Pact Ex-Staff Chief,185,216,121
Indobit-A-NYT1983 - April 1 - June 30-397.txt,"june 24, 1983",Tambimuttu,"Tambimuttu, 67, Dies; Indian Poet and Editor",252,268,151
Indobit-A-NYT1987 - Jan 1 - March 31-157.txt,"february 5, 1987",LIBERACE,"LIBERACE, FLAMBOYANT PIANIST, IS DEAD",1156,1338,652
Indobit-A-NYT1980_1-500-167.txt,"july 13, 1980",SIR SERETSE KHAMA DIES AT AGE 59,SIR SERETSE KHAMA DIES AT AGE 59; PRESIDENT OF BOTSWANA SINCE 1966,650,693,360
Indobit-A-NYT1982_501-1000-476.txt,"august 15, 1982",THRUSTON B. MORTON IS DEAD AT 74,THRUSTON B. MORTON IS DEAD AT 74; SERVED AS SENATOR FROM KENTUCKY,815,843,405
Indobit-A-NYT1982_501-1000-230.txt,"june 16, 1982",June F. Esserman Dies at 55,June F. Esserman Dies at 55; Led Child Research Company,140,137,93
Indobit-A-NYT1983 - April 1 - June 30-314.txt,"june 5, 1983",CHARLES S. ZIMMERMAN DIES AT 86,CHARLES S. ZIMMERMAN DIES AT 86; LONGTIME GARMENT UNION LEADER,672,717,338
Indobit-A-NYT1985 - July 1 - Sep 30-31.txt,"july 7, 1985",Cooney Weiland Dies at 80,Cooney Weiland Dies at 80; Ex-Hockey Player and Coach,103,130,82
Indobit-A-NYT1986_1001-1500-168.txt,"june 10, 1986",PROF. EDWIN KUH IS DEAD AT 61,PROF. EDWIN KUH IS DEAD AT 61; PIONEER IN ECONOMETRICS AT M.I.T.,631,671,349
Indobit-A-NYT1986_1-500-323.txt,"march 18, 1986",SIR JOHN GLUBB IS DEAD AT 88,SIR JOHN GLUBB IS DEAD AT 88; COMMANDED THE ARAB LEGION,965,1075,528
Indobit-A-NYT1980_1-500-493.txt,"october 8, 1980",Erna Herrey Dies at 76,Erna Herrey Dies at 76; Queens College Teacher,202,205,127
Indobit-A-NYT1980_1-500-366.txt,"august 30, 1980",ROBERT KELLER IS DEAD AT 67,ROBERT KELLER IS DEAD AT 67;EX DEPUTY COMPTROLLER GENERAL,131,145,92
Indobit-A-NYT1986_1001-1500-208.txt,"june 20, 1986",COLUCHE,"COLUCHE, 41, A FRENCH ACTOR KNOWN FOR IRREVERENT HUMOR",361,403,224
Indobit-A-NYT1984_1001-1500-180.txt,"october 11, 1984",Edward Elkins Is Dead at 87,Edward Elkins Is Dead at 87;Dance Band Leader in 1920's,192,229,132
Indobit-A-NYT1984_501-1000-197.txt,"june 11, 1984",,,139,174,95
Indobit-A-NYT1980_501-904-141.txt,"november 13, 1980",Scandinavian,"Scandinavian, 18, Dies on Coast After Receiving Heart Transplant",155,177,114
Indobit-A-NYT1984_1001-1500-88.txt,"september 15, 1984",,,206,223,141
Indobit-A-NYT1982_1-500-192.txt,"february 8, 1982",COL. EDGAR KELNER DIES AT 88,COL. EDGAR KELNER DIES AT 88; BATAAN DEATH MARCH SURVIVOR,226,244,146
Indobit-A-NYT1983 - Oct 1 - Dec 31-305.txt,"december 6, 1983",Dr.CharlesF.Begg,"Dr.CharlesF.Begg,71; Pathologist at Hospital",176,218,113
Indobit-A-NYT1984_1-500-475.txt,"april 19, 1984",,,244,281,160
Indobit-A-NYT1984_501-1000-424.txt,"august 4, 1984",,,207,251,138
Indobit-A-NYT1984_1001-1500-91.txt,"september 16, 1984",JOSEPH C. DICARLO DEAD AT 74,JOSEPH C. DICARLO DEAD AT 74; AN EX-COUNCILMAN AND JUDGE,349,383,197
Indobit-A-NYT1980_1-500-195.txt,"july 19, 1980",Donald ,"Donald (Red) Barry, 69, Film Actor, Is a Suicide",279,317,175
Indobit-A-NYT1983 - April 1 - June 30-331.txt,"june 9, 1983",Dr. Henry Reiff Is Dead at 84,Dr. Henry Reiff Is Dead at 84; Ex-Professor at St. Lawrence,140,149,81
Indobit-A-NYT1985 - April 1 - June 30-136.txt,"may 2, 1985",Anne Gelfand Is Dead at 78,Anne Gelfand Is Dead at 78; Ex-Hadassah Board Member,193,223,114
Indobit-A-NYT1982_1001-1500-402.txt,"november 19, 1982",Dora Brenner Is Dead at 93,Dora Brenner Is Dead at 93; Headed Center for the Aged,137,152,89
Indobit-A-NYT1983 - Oct 1 - Dec 31-393.txt,"december 29, 1983",Norman ,Norman (Babe) Young Dies; Played for 3 Clubs in Majors,189,233,128
Indobit-A-NYT1984_501-1000-31.txt,"may 2, 1984",Harry J. Denberg Dead at 81,Harry J. Denberg Dead at 81; Aided Philanthropies in Israel,138,165,103
Indobit-A-NYT1981 - Oct 1 - Dec 31-309.txt,"december 3, 1981",WALLACE HARRISON DEAD AT 86,WALLACE HARRISON DEAD AT 86; ROCKEFELLER CENTER ARCHITECT,1678,1783,720
Indobit-A-NYT1985 - Oct 1 - Dec 31-341.txt,"december 15, 1985",ROGERMARIS IS DEAD AT 51 SET RECORD FOR HOME RUNS,ROGERMARIS IS DEAD AT 51 SET RECORD FOR HOME RUNS,1179,1458,619
Indobit-A-NYT1984_501-1000-428.txt,"august 4, 1984",W.M. Frohock Is Dead at 76,W.M. Frohock Is Dead at 76; Harvard Professor Emeritus,181,208,113
Indobit-A-NYT1983 - April 1 - June 30-385.txt,"june 21, 1983",SIDNEY WEINTRAUB DIES AT 69,SIDNEY WEINTRAUB DIES AT 69; AN ECONOMIST AND PROFESSOR,507,515,264
Indobit-A-NYT1981 - April 1 - June 30-438.txt,"june 23, 1981",G. Lauder Greenway Dies at 77,G. Lauder Greenway Dies at 77; Headed Met Opera Association,423,462,207
Indobit-A-NYT1980_501-904-120.txt,"november 10, 1980",BOY,"BOY, 3, UNABLE TO RESIST DISEASE IS DEAD AFTER A LIFE IN ISOLATION",504,535,295
Indobit-A-NYT1983 - April 1 - June 30-293.txt,"june 1, 1983",John G. Riddell Is Dead at 62,John G. Riddell Is Dead at 62; Philadelphia Investment Chief,129,145,85
Indobit-A-NYT1981 - July 1 - Sep 30-256.txt,"august 26, 1981",GEN. WILLIAM DEAN DIES AT 82,GEN. WILLIAM DEAN DIES AT 82; HERO- PRISONER IN KOREAN WAR,504,556,289
Indobit-A-NYT1983 - Jan 1 - March 31-147.txt,"january 27, 1983",BEAR BRYANT IS DEAD AT 69,BEAR BRYANT IS DEAD AT 69; WON A RECORD 323 GAMES,1615,1959,814
Indobit-A-NYT1980_501-904-277.txt,"december 9, 1980",,", Late City Final Edition Paul Kayser, Founder Of Natural Gas Concern",227,255,137
Indobit-A-NYT1984_1-500-286.txt,"march 5, 1984",,,186,219,127
Indobit-A-NYT1985 - April 1 - June 30-44.txt,"april 10, 1985",FUMIHIKO TOGO IS DEAD AT 69,FUMIHIKO TOGO IS DEAD AT 69; FORMER TOKYO ENVOY TO U.S.,351,380,194
Indobit-A-NYT1987 - April 1 - June 30-382.txt,"june 22, 1987",Sol Dworkow Is Dead at 63,Sol Dworkow Is Dead at 63; Produced Commercials for TV,178,198,115
Indobit-A-NYT1986_501-1000-52.txt,"september 5, 1986",Philip Feldesman Dies at 67,Philip Feldesman Dies at 67; National Champion in Bridge,190,217,118
Indobit-A-NYT1984_1-500-421.txt,"april 5, 1984",Edward Johnson 2d,"Edward Johnson 2d, Was 86; Began Investment Company",184,218,118
Indobit-A-NYT1985 - Oct 1 - Dec 31-235.txt,"november 23, 1985",John F. Mee Is Dead at 77,John F. Mee Is Dead at 77; Management Field Pioneer,190,215,125
Indobit-A-NYT1984_1001-1500-38.txt,"september 4, 1984",,,182,191,111
Indobit-A-NYT1984_501-1000-355.txt,"july 19, 1984",,,156,181,105
Indobit-A-NYT1987 - April 1 - June 30-66.txt,"april 15, 1987",Mumtaz Nassar Dies at 72,Mumtaz Nassar Dies at 72; Led the Egyptian Opposition,147,177,109
Indobit-A-NYT1983 - Jan 1 - March 31-387.txt,"march 18, 1983",,,191,235,130
Indobit-A-NYT1983 - Jan 1 - March 31-85.txt,"january 15, 1983",Chapman Grant Dead at 95,Chapman Grant Dead at 95; Grandson of Ulysses S. Grant,132,169,95
Indobit-A-NYT1985 - Jan 1 - March 31-55.txt,"january 11, 1985",Dr. Joseph Haas Dead at 94,Dr. Joseph Haas Dead at 94; Served as Physician in Army,168,200,109
Indobit-A-NYT1984_1001-1500-86.txt,"september 15, 1984",MorrisJ.Markowitz,"MorrisJ.Markowitz,83,Dies; Founded Advertising Agency",147,173,101
Indobit-A-NYT1985 - Jan 1 - March 31-237.txt,"february 22, 1985",CLARENCE NASH IS DEAD AT 80,CLARENCE NASH IS DEAD AT 80; DONALD DUCK'S VOICE IN FILMS,318,363,206
Indobit-A-NYT1984_1001-1500-85.txt,"september 15, 1984",JANET GAYNOR IS DEAD AT 77,JANET GAYNOR IS DEAD AT 77; FIRST 'BEST ACTRESS' WINNER,860,1063,478
Indobit-A-NYT1983 - Oct 1 - Dec 31-233.txt,"november 20, 1983",Maurice English Dead at 74,Maurice English Dead at 74; Headed University Presses,108,126,76
Indobit-A-NYT1983 - April 1 - June 30-349.txt,"june 11, 1983",JENNY BRADLEY IS DEAT AT 97,JENNY BRADLEY IS DEAT AT 97; LITERARY AGENT HELPED JOYCE,406,439,235
Indobit-A-NYT1981 - July 1 - Sep 30-436.txt,"september 29, 1981",BETANCOURT,"BETANCOURT, EX-VENEZUELA CHIEF DIES",941,975,474
Indobit-A-NYT1980_1-500-113.txt,"june 28, 1980",,,364,410,212
Indobit-A-NYT1983 - April 1 - June 30-128.txt,"april 29, 1983",John Case Dies at 91,John Case Dies at 91; Former Mobil Official,207,247,123
Indobit-A-NYT1980_1-500-158.txt,"july 10, 1980",JOANN YELLOW BIRD DEAD AT 32,JOANN YELLOW BIRD DEAD AT 32;SIOUX IZACTIVIST WON RIGHTS SUIT,517,570,279
Indobit-A-NYT1980_1-500-264.txt,"august 6, 1980",Dr. Joseph Ashbrook Dies at 62,Dr. Joseph Ashbrook Dies at 62; Editor and Astronomy Specialist,206,215,120
Indobit-A-NYT1985 - Oct 1 - Dec 31-322.txt,"december 10, 1985",HENRY WALTEMADE DIES AT 80,HENRY WALTEMADE DIES AT 80; HEADED DOLLAR SAVINGS BANK,350,384,196
Indobit-A-NYT1981 - April 1 - June 30-452.txt,"june 26, 1981",Paul Butler Dead at 89,Paul Butler Dead at 89; Top Aviation Executive,244,274,150
Indobit-A-NYT1983 - April 1 - June 30-371.txt,"june 17, 1983",Sidney Jacobi Is Dead at 77,Sidney Jacobi Is Dead at 77; A Former S.I. Assemblyman,126,142,79
Indobit-A-NYT1987 - Jan 1 - March 31-176.txt,"february 9, 1987",WILLIAM CHILTON 3dm FIREBRAND PUBLISHER FROM WEST VIRGINIA,WILLIAM CHILTON 3dm FIREBRAND PUBLISHER FROM WEST VIRGINIA,284,306,181
Indobit-A-NYT1986_1001-1500-28.txt,"may 5, 1986","Correction Appended Esther Tufty Is Dead at 75","Correction Appended Esther Tufty Is Dead at 75; Began News Service in 1935",200,238,142
Indobit-A-NYT1983 - April 1 - June 30-153.txt,"may 5, 1983",DR. VICTOR TEICHNER DIES AT 56,DR. VICTOR TEICHNER DIES AT 56; HEAD OF PSYCHOANALYTIC GROUP,142,134,79
Indobit-A-NYT1983 - Oct 1 - Dec 31-21.txt,"october 4, 1983",,,168,214,116
Indobit-A-NYT1981 - Oct 1 - Dec 31-289.txt,"november 28, 1981",S. C. Smith Dies at 87,S. C. Smith Dies at 87; Headed U.S. Bar Unit,224,257,122
Indobit-A-NYT1983 - July 1 - Sep 30-263.txt,"august 30, 1983",,,192,226,128
Indobit-A-NYT1986_501-1000-49.txt,"september 5, 1986",Philip Siegel Is Dead at 85,Philip Siegel Is Dead at 85; Owner of Belmore Cafeteria,187,223,137
Indobit-A-NYT1984_1001-1500-344.txt,"november 13, 1984",Rita C. Davidson Dies at 56,Rita C. Davidson Dies at 56; A Judge in Maryland Courts,114,147,83
Indobit-A-NYT1986_1-500-373.txt,"march 31, 1986",William Murray Dead at 77,William Murray Dead at 77; Former Duke Football Coach,192,237,131
Indobit-A-NYT1984_1-500-32.txt,"january 9, 1984",Jack Hunt Dies at 65,Jack Hunt Dies at 65; Flew Atlantic in Blimp,168,195,128
Indobit-A-NYT1984_1001-1500-147.txt,"october 2, 1984",FrankP.Satenstein,"FrankP.Satenstein,Director Of 'The Honeymooners,' Dies",213,255,151
Indobit-A-NYT1984_501-1000-438.txt,"august 8, 1984",,,220,235,134
Indobit-A-NYT1986_1001-1500-150.txt,"june 4, 1986",Argentine Admiral Accused Of Rights Abuses Dies at 61,Argentine Admiral Accused Of Rights Abuses Dies at 61,166,181,113
Indobit-A-NYT1985 - April 1 - June 30-295.txt,"june 14, 1985",Melvin Block Is Dead at 57,Melvin Block Is Dead at 57; Headed Trial Lawyers Group,119,144,88
Indobit-A-NYT1986_501-1000-104.txt,"september 17, 1986",WILLIAM E. BARRETT DIES AT 85,WILLIAM E. BARRETT DIES AT 85; AUTHOR OF 'LILIES OF THE FIELD',470,569,287
Indobit-A-NYT1986_1501-1568-29.txt,"december 28, 1986",James G. Scripps Is Dead at 75,James G. Scripps Is Dead at 75,180,211,124
Indobit-A-NYT1981 - Oct 1 - Dec 31-251.txt,"november 20, 1981",,,121,145,88
Indobit-A-NYT1987 - Jan 1 - March 31-63.txt,"january 15, 1987",Philip Heimlich is Dead at 99,Philip Heimlich is Dead at 99,194,223,131
Indobit-A-NYT1981 - April 1 - June 30-371.txt,"june 10, 1981",,,301,348,184
Indobit-A-NYT1981 - Oct 1 - Dec 31-367.txt,"december 15, 1981","Correction Appended NATHANIEL BENCHLEY IS DEAD AT 66","Correction Appended NATHANIEL BENCHLEY IS DEAD AT 66; HUMORIST, NOVELIST AND JOURNALIST",1083,1252,602
Indobit-A-NYT1983 - July 1 - Sep 30-91.txt,"july 23, 1983",Sevellon Brown 3d,"Sevellon Brown 3d, Ex-Editor Of Papers in Providence, R.I.",147,152,96
Indobit-A-NYT1983 - Oct 1 - Dec 31-100.txt,"october 20, 1983",,,121,149,94
Indobit-A-NYT1983 - April 1 - June 30-174.txt,"may 8, 1983",John Williams Is Dead at 80,"John Williams Is Dead at 80; Stage, Screen and TV Actor",197,223,127
Indobit-A-NYT1985 - July 1 - Sep 30-286.txt,"august 27, 1985",Dr. George Stroll Dies at 86,Dr. George Stroll Dies at 86; Physician on Shelter Island,172,196,115
Indobit-A-NYT1986_1001-1500-346.txt,"july 23, 1986",James Lamberton Dies at 61,James Lamberton Dies at 61; A Lawyer and Rights Activist,212,257,138
Indobit-A-NYT1986_1001-1500-482.txt,"august 20, 1986",Frank X. White Is Dead at 66,Frank X. White Is Dead at 66; Retired Business Executive,183,221,122
Indobit-A-NYT1981 - Jan 1 - March 31-370.txt,"march 19, 1981",Helen Breen Kumblad Dies at 77,Helen Breen Kumblad Dies at 77; Formerly an Interior Decorator,110,129,88
Indobit-A-NYT1984_501-1000-476.txt,"august 17, 1984",Oldest Woman in the Prisons Of New York State Dies at 77,Oldest Woman in the Prisons Of New York State Dies at 77,146,177,111
Indobit-A-NYT1983 - Oct 1 - Dec 31-95.txt,"october 19, 1983",,,121,151,92
Indobit-A-NYT1985 - July 1 - Sep 30-184.txt,"august 6, 1985",FRANK FAYLEN IS DEAD AT 79,FRANK FAYLEN IS DEAD AT 79; ACTED IN 'DOBIE GILLIS' SERIES,311,365,197
Indobit-A-NYT1983 - Oct 1 - Dec 31-178.txt,"november 7, 1983",UNION,UNION'S BOARD MIGHT NAME NEXT PRESIDENT,627,689,335
Indobit-A-NYT1981 - July 1 - Sep 30-335.txt,"september 9, 1981",REP. COTTER OF CONNECTICUT DIES AT 55,REP. COTTER OF CONNECTICUT DIES AT 55,733,769,393
Indobit-A-NYT1985 - Jan 1 - March 31-283.txt,"march 4, 1985",JOHN B. KELLY JR. DEAD AT 57,JOHN B. KELLY JR. DEAD AT 57; OLYMPIC COMMITTEE LEADER,1179,914,443
Indobit-A-NYT1981 - April 1 - June 30-364.txt,"june 10, 1981",,,494,535,283
Indobit-A-NYT1984_501-1000-171.txt,"june 2, 1984",Santo ,Santo (Mr. Tailgate) Pecora; Jazz Trombonist for 50 years,110,131,91
Indobit-A-NYT1986_501-1000-396.txt,"november 23, 1986",SCATMAN CROTHERS DIES AT 76,SCATMAN CROTHERS DIES AT 76; ACTOR GOT START IN SPEAKEASIES,399,488,264
Indobit-A-NYT1984_1001-1500-325.txt,"november 9, 1984",Valentin Sokolov Dies at 58,Valentin Sokolov Dies at 58; A Soviet Dissident and Poet,113,127,72
Indobit-A-NYT1984_1001-1500-330.txt,"november 10, 1984",HELEN CLAY FRICK DIES AT 96,HELEN CLAY FRICK DIES AT 96; FOUNDED ART LIBRARY IN 1920,446,509,251
Indobit-A-NYT1985 - Jan 1 - March 31-104.txt,"january 23, 1985",John A. Guzzetta Dies at 54,John A. Guzzetta Dies at 54; A Trial Lawyer in Manhattan,195,234,130
Indobit-A-NYT1982_501-1000-346.txt,"july 18, 1982",John M. McIntyre Dies at 52,John M. McIntyre Dies at 52; Headed a Hospital in Meriden,158,169,94
Indobit-A-NYT1983 - Jan 1 - March 31-287.txt,"february 24, 1983",Sun Yefang Dies at 75,Sun Yefang Dies at 75; Top Chinese Economist,188,218,141
Indobit-A-NYT1984_1001-1500-89.txt,"september 15, 1984",,,387,430,207
Indobit-A-NYT1982_1001-1500-487.txt,"december 4, 1982",,,161,201,113
Indobit-A-NYT1984_1-500-197.txt,"february 15, 1984",James Proctor Dead at 76,James Proctor Dead at 76; Film and Stage Press Agent,155,192,117
Indobit-A-NYT1982_1-500-380.txt,"march 24, 1982",Albert Elsasser Is Dead at 88,Albert Elsasser Is Dead at 88; Princeton Professor Emeritus,161,167,95
Indobit-A-NYT1984_1001-1500-308.txt,"november 5, 1984",John D. Beals Jr. Dies at 88,John D. Beals Jr. Dies at 88; A Partner in City Law Firms,161,187,107
Indobit-A-NYT1983 - April 1 - June 30-178.txt,"may 9, 1983",H. LEE DENNISON IS DEAD AT 79,H. LEE DENNISON IS DEAD AT 79; WAS THE FIRST SUFFOLK EXECUTIVE,637,667,351
Indobit-A-NYT1987 - April 1 - June 30-294.txt,"june 4, 1987",ANDRES SEGOVIA IS DEAD AT 94,ANDRES SEGOVIA IS DEAD AT 94; HIS CRUSADE ELEVATED GUITAR,2063,2363,968
Indobit-A-NYT1984_501-1000-403.txt,"july 30, 1984",Robert Bockman Dies at 47,Robert Bockman Dies at 47; ExecutiveandExpertonAsia,181,205,121
Indobit-A-NYT1985 - Oct 1 - Dec 31-167.txt,"november 6, 1985",SPENCER KIMBALL DIES AT 90,SPENCER KIMBALL DIES AT 90; WAS MORMON CHURCH LEADER,622,682,357
Indobit-A-NYT1983 - April 1 - June 30-136.txt,"may 1, 1983",Leonard Kirschen Dies at 74,Leonard Kirschen Dies at 74; Reporter Jailed by Rumanians,201,205,114
Indobit-A-NYT1986_1001-1500-9.txt,"april 29, 1986",R.H. Bing Dead at 71,R.H. Bing Dead at 71; Mathematics Professor,134,162,81
Indobit-A-NYT1984_1-500-67.txt,"january 16, 1984",Dr. Fazil Kucuk Is Dead at 78,Dr. Fazil Kucuk Is Dead at 78; Was Vice President of Cyprus,157,180,105
Indobit-A-NYT1981 - Jan 1 - March 31-209.txt,"february 13, 1981",6 TEXASGULF EXECUTIVES VICTIMS OF PLANE CRASH,"6 TEXASGULF EXECUTIVES VICTIMS OF PLANE CRASH: GORDON MCKEE JR., 50,",142,142,86
Indobit-A-NYT1987 - Jan 1 - March 31-226.txt,"february 25, 1987",LIBYA,LIBYA'S A-BOMB EFFORT CITED,328,355,186
Indobit-A-NYT1982_1-500-126.txt,"january 25, 1982",Robert Pursell Is Dead at 26,Robert Pursell Is Dead at 26; Acted in 'Under the Rainbow',157,166,105
Indobit-A-NYT1984_1-500-372.txt,"march 24, 1984",,,169,179,102
Indobit-A-NYT1984_1-500-377.txt,"march 26, 1984",SERGIO OSMENA JR. IS DEAD AT 67,SERGIO OSMENA JR. IS DEAD AT 67; RAN AGAINST MARCOS IN '69 VOTE,564,599,302
Indobit-A-NYT1982_1-500-154.txt,"january 30, 1982",HUBERT ,HUBERT (HUB) PRUETT,157,174,105
Indobit-A-NYT1984_501-1000-483.txt,"august 18, 1984",JOHN TUCK JR. IS DEAD AT 51,JOHN TUCK JR. IS DEAD AT 51; HELPED BUILD OUTPOST AT POLE,331,386,209
Indobit-A-NYT1985 - April 1 - June 30-307.txt,"june 18, 1985",Harry H. Platt Is Dead at 83,Harry H. Platt Is Dead at 83; Lawyer and Labor Arbitrator,149,171,106
Indobit-A-NYT1983 - April 1 - June 30-149.txt,"may 5, 1983",SIDNEY SKOLSKY IS DEAD AT 78,SIDNEY SKOLSKY IS DEAD AT 78; HOLLYWOOD REPORTER 50 YEARS,285,319,186
Indobit-A-NYT1983 - July 1 - Sep 30-283.txt,"september 4, 1983",DerekJ.deSollaPrice,"DerekJ.deSollaPrice, Professor at Yale, Dies",241,286,152
Indobit-A-NYT1983 - Oct 1 - Dec 31-131.txt,"october 27, 1983",,,132,156,93
Indobit-A-NYT1985 - July 1 - Sep 30-108.txt,"july 23, 1985",Sidney Garfield Is Dead at 72,Sidney Garfield Is Dead at 72; Did Show Business Publicity,187,206,129
Indobit-A-NYT1983 - July 1 - Sep 30-113.txt,"july 28, 1983",Henry McLaughlin Dies at 90,Henry McLaughlin Dies at 90; Played 'Howdy Doody' Clown,160,191,106
Indobit-A-NYT1985 - July 1 - Sep 30-349.txt,"september 9, 1985",JOHNNY DESMOND DIES AT 65,JOHNNY DESMOND DIES AT 65; SINGER ON TV AND BROADWAY,409,501,273
